region,crop_type,soil_moisture_%,soil_pH,temperature_C,rainfall_mm,humidity_%,sunlight_hours,irrigation_type,fertilizer_type,pesticide_usage_ml,total_days,yield_kg_per_hectare,NDVI_index,crop_disease_status,crop_duration_days,Stress_Index,water_index,Fertility_Index,temp_humidity_index
South India,Soybean,1.1597611667669416,-0.45126912037347616,0.9365052853062386,-0.8038649581860472,-1.1145910749902828,-1.787088434000056,Sprinkler,Mixed,-1.5260174243111828,1.6985634921096413,1.0247558852635874,-0.01175620691133337,Moderate,1.6985634921096413,-0.018165428108970153,-0.04709926485769989,0.9830392867551424,-0.3094882840125781
North India,Rice,-0.4546534861264459,-0.6564069885635556,0.5697077249875845,1.5104279801386724,1.0859532364396687,0.5857236278051005,Manual,Inorganic,-1.5980459429014344,0.8642985156314286,-1.501585253480197,-1.5526182778142874,Severe,0.8642985156314286,-0.36283737448199416,0.5395048704943537,-0.5700393804624458,1.2766924507278465
South USA,Rice,1.4013809529360806,-0.05808820634249023,-0.394071578910919,0.06679879652173289,-1.3757305366138433,-0.08884139724673941,Sprinkler,Organic,-0.0968199764940839,-1.698086769265939,-0.6461127285410937,-0.41123896603432125,Severe,-1.698086769265939,-0.8917807689312492,0.959973765437082,1.348774222762292,-1.1734437626307943
East Africa,Wheat,-0.48522578560090857,1.6172043838764896,1.5316156127620137,0.6153945020166797,-0.24777212907752147,0.5265512571865182,Sprinkler,Organic,-1.4539889057209312,-1.0425928591759146,-0.33735711459735584,-0.8107217251573094,Moderate,-1.0425928591759146,-0.17228491926996814,0.014276436730997764,-0.1692537015514782,0.8299085371484588
Central USA,Rice,-1.3205399034999308,-0.39998465332595595,0.24595273552265018,-0.12386659632696491,-1.5356955471371765,-1.7811711969381978,Drip,Inorganic,1.1746729253569903,0.03003353915321595,-1.0519654840734323,1.6432437951696177,Severe,0.03003353915321595,-0.5999745397350081,-0.9053838372332668,-1.3368096508595844,-0.987593042675107
North India,Maize,1.0571960330461645,-0.1435623180883563,1.5391012772583126,-0.9060516393206435,0.47138680712139425,-0.4142894356489428,Manual,Inorganic,-0.3765939065972718,-0.8042314373249967,-0.23350953971010935,-1.495549312225289,Severe,-0.8042314373249967,1.2461256136778434,-0.18883107714413497,0.9864990094289217,1.5240811737981295
North India,Maize,1.1380646961721619,-0.3316053639292628,1.020719010889603,-1.0357927236338098,-1.5138199901425327,-0.4202066727108009,Sprinkler,Mixed,0.7076248469191482,1.5793827811841823,-0.9293411357557354,0.7301403457456447,Mild,1.5793827811841823,-0.02098363574427824,-0.28100392748528114,1.0022893491641984,-0.6160943356788559
North India,Cotton,-1.0552512403183048,1.6172043838764896,1.827299360365826,0.9752633153890591,-1.2909627532595984,-0.2900274573499197,Sprinkler,Organic,1.7660649727295834,1.400611714795994,0.2959818337895955,-1.495549312225289,Severe,1.400611714795994,-0.6038767814577505,-0.29706596915613287,-0.8070806101623509,-0.022991226555138456
East Africa,Cotton,0.25344041783045845,1.172739002797985,0.1336677680781647,1.3514709205959674,-1.679937501070609,0.6922338949185487,Sprinkler,Organic,-0.2226803352938921,0.4471660273923223,0.25380867222179426,-1.3814113810472926,Moderate,0.4471660273923223,-1.1122666491819027,1.1521664577423798,0.5446590381067753,-1.1453401612071055
East Africa,Maize,1.3786982791324467,-0.8444500344044606,0.6408215377024261,0.15680061594922287,-0.10558100861233677,-1.1835302536905146,Sprinkler,Organic,0.4725844178351689,-0.2679182381604314,-1.6004978525089635,-1.5526182778142874,Severe,-0.2679182381604314,-0.27129290709476256,1.03759060480659,1.0499484323842854,0.3626565650714622
Central USA,Maize,-1.5818837538461419,1.0359804240045987,-0.6766554136462087,-0.8528813336896339,-0.042005171096653186,0.6803994207948324,Drip,Organic,-1.178005950280388,1.162250292945076,1.0827652906052323,-1.438480346636291,Severe,1.162250292945076,0.2644466175302313,-1.2628212225005593,-1.4501458520786121,-0.4907139850872949
South India,Cotton,0.905320738882706,0.8479373781636921,1.4343019743101266,1.0186026530518348,0.03866094532109635,-1.2308681501853806,Manual,Mixed,0.09272875663815734,1.4602020702587233,0.054730552832315316,-1.0389975875133028,Severe,1.4602020702587233,-0.33923892014974283,1.4958566509225861,1.1478414479364978,1.036003472972482
South India,Wheat,-0.07595145392665303,1.3949716933372371,0.8260917339858275,-0.8750356277025547,1.0927893480004953,-8.284131886550704e-05,Drip,Mixed,-1.5320829837714145,0.5067563828550518,-0.2118178064461533,-1.1531355186912993,Moderate,0.5067563828550518,1.425041448986024,-0.6357902075109039,0.23880891753499517,1.5036987490465956
North India,Maize,-1.557228673624801,-1.5795273954189124,1.3856451550841817,0.8761228496812393,-0.9894902334271635,-1.0060131418347673,Sprinkler,Mixed,-0.9315925972084742,0.1492142500786749,-1.6643542240663545,-0.1258941380893301,Mild,0.1492142500786749,-0.5237953182192516,-0.7735002467885569,-1.6715311719165598,0.04109706900648091
South India,Soybean,1.1124234127419679,-0.9812086131978469,0.466779838163473,1.440918882673134,0.7140687675307239,0.7277373172896985,Manual,Inorganic,1.4188116936313169,-0.8042314373249967,-0.9887739279166653,-0.3541700004453229,Severe,-0.8042314373249967,-0.5258351078362473,2.0892074161562295,0.7644932440218078,0.893533613888294
North India,Soybean,1.7978346428952383,1.5488250944797963,1.3313740874860138,0.12010756649032343,0.30732012966156524,-0.7870753705460123,Drip,Inorganic,-1.4191119388245987,-0.5658700154740788,1.2043753692732588,0.5018644833896512,Mild,-0.5658700154740788,0.07248402156045247,1.2828796783745602,2.358785746796931,1.2127807996610347
South India,Soybean,0.9901342148441179,1.3265924039405441,1.2041177910489298,0.9540782717392037,0.32851207550012657,0.5502202054339512,Sprinkler,Mixed,-1.5495214672195805,-0.8042314373249967,1.3592262179724945,0.6730713801566462,Mild,-0.8042314373249967,-0.2857533602670006,1.512675941314661,1.3892006833475286,1.1376120948022068
Central USA,Rice,0.7169559259916636,0.4376616417835347,-0.0310168508404144,1.4328879510934507,-0.4972902010476774,-0.72790299992743,Sprinkler,Mixed,1.353606929433826,-1.4001349919522914,-0.12768456516972443,0.9013472425126396,Mild,-1.4001349919522914,-0.8965233396049631,1.6814080928116575,0.829154013088401,-0.3720925268399147
Central USA,Wheat,-0.8846380851866273,-0.9812086131978469,1.4511447194267988,-0.36784075914425324,1.308810473322603,-0.47346180626752504,Manual,Inorganic,1.2671727071255239,1.5197924257214528,0.4301381723258122,-1.3243424154582943,Severe,1.5197924257214528,1.3222705262296495,-0.7478649075252577,-1.0154099825234177,2.2477564283044393
East Africa,Maize,-0.22585434167240434,1.224023469845505,-1.245565915364937,1.611783875247784,-0.5512954823782042,1.7099986695581673,Sprinkler,Organic,-0.5570443005391656,1.162250292945076,-1.4572045638513482,0.44479551780065346,Severe,1.162250292945076,-1.1415721416460904,0.8381617509200469,0.03786137019565003,-1.1490427254094395
South USA,Maize,-0.9290172295850408,0.8992218452112123,0.347009206222688,-1.2749206346357718,0.9615360060326325,0.9762612738877448,Sprinkler,Mixed,-0.15671737616387207,-0.1487375272349725,1.558381046831277,0.787209311334643,Severe,-0.1487375272349725,2.0721326868144048,-1.1694850346418841,-0.7733549617241086,0.9883859323010443
Central USA,Soybean,-0.9941066413693799,0.5573253982277465,0.5341508186301644,-0.9619912317032682,0.6484420965467929,-0.568137599257257,Sprinkler,Organic,-0.328069430915418,-1.1617735701013736,-1.5101340976702746,0.787209311334643,Moderate,-1.1617735701013736,1.348183959019793,-1.0583679862629638,-0.8913430274605266,0.895129986233707
South USA,Rice,-0.4684603310503967,1.3265924039405441,-0.46518539162575984,-1.1710723814502064,1.5179954870838845,1.4673919500219792,Sprinkler,Organic,-0.8572894938206357,-0.9830025037131851,0.7699781678859149,0.7301403457456447,Severe,-0.9830025037131851,1.4125741216157732,-0.9653460125405531,-0.2057432872752198,0.6630537718508973
South USA,Maize,1.0098582790211907,0.38637717473601446,0.41250877056530433,-1.6573591350338137,-1.3524877573070344,1.177447333990925,Drip,Mixed,-1.241694324612821,-1.340544636489562,0.13313615373413554,0.6160024145676479,Severe,-1.340544636489562,0.6417428372749101,-0.9105605509894292,1.1102291511828366,-0.7683943513675748
Central USA,Cotton,0.6321424500302509,0.5060409311802279,-0.8001688778351432,0.2731106595170562,-1.2533641396750546,1.1537783857434925,Drip,Mixed,0.8152885273382613,-1.340544636489562,0.942770509127637,-0.8107217251573094,Mild,-1.340544636489562,-0.9691696701815975,0.6238601528945568,0.7626127030466923,-1.2954935579448255
Central USA,Cotton,-0.6321700637200989,-1.6137170401172583,0.04758262637072537,-1.1044710350738638,1.46740826153377,-0.6213927328139812,Drip,Organic,0.6545512016421204,0.3875756719295928,0.5481855223084421,-1.438480346636291,Severe,0.3875756719295928,1.6834638283839842,-0.9875160047635759,-0.9015700385922811,1.103226760233389
Central USA,Rice,-0.07496525071779961,1.5830147391781437,-0.8226258713240399,-1.6500205251420337,1.0572415678841984,1.3076265493518069,Manual,Inorganic,1.098095237171565,1.043069582019617,-1.3375804081108276,0.5018644833896512,Moderate,1.043069582019617,1.8414987074542033,-1.144310992938617,0.28212635902227445,0.05839747549234617
Central USA,Cotton,1.6449731455229264,-0.8273552120552877,0.9327624530580891,-0.533444106890835,-0.5506118712221217,-1.3906335508555536,Sprinkler,Inorganic,-0.7094414819774875,1.4602020702587233,-0.10223406790993132,-1.3243424154582943,Severe,1.4602020702587233,0.007891479420464158,0.4624613555932753,1.2968754281529038,0.1758702466528569
South India,Wheat,-0.21599230958386828,0.26671341829180106,1.1928892943044815,0.5249772895764474,-1.102969685336878,-0.44387562095823396,Manual,Mixed,-1.5381485432316462,0.9834792265568876,1.5860561187008504,1.3008300016356276,Severe,0.9834792265568876,-0.5469862323802949,0.17415027561368918,-0.15461857237593415,-0.1655881422207108
North India,Wheat,-0.7485420423648268,-0.6735018109127285,0.8260917339858275,0.5233157175254783,0.9013782242973613,0.2543583523410389,Sprinkler,Mixed,1.3422340054458917,0.8642985156314286,0.655774814642791,-0.06882517250033172,Severe,0.8642985156314286,0.09992791599357527,-0.24153854800276464,-0.8431654290147798,1.3414885191581793
South India,Soybean,1.4270222363662748,0.3521875300376687,-1.767691013981796,1.411010585755691,0.005847609829130357,-0.12434481961788865,Sprinkler,Organic,-1.3812021921981503,-0.8638217927877262,-0.6045958590995492,0.5018644833896512,Severe,-0.8638217927877262,-1.1670918978324198,2.376974280470567,1.5198428841922247,-1.2192787273461705
South India,Wheat,-0.0670756250469704,0.9846959569570783,-0.13394473766452658,1.1418359134987055,-0.19445045890307708,-1.3728818396699787,Sprinkler,Mixed,0.5923792171747453,-0.20832788269770194,-1.6105553162619966,0.33065758662265676,Moderate,-0.20832788269770194,-0.7599545221059496,0.6965044249821368,0.15613897719767877,-0.224151667122845
East Africa,Soybean,-0.9378930584647235,0.5402305758785737,1.7468284670306113,-0.5655678332095697,-1.5370627694493415,-1.0000959047729092,Sprinkler,Inorganic,0.2746955404451091,0.03003353915321595,0.7105879920968197,0.9013472425126396,Mild,0.03003353915321595,0.028545380268465495,-0.8633037035265143,-0.8362105296346992,-0.3064773616709748
North India,Maize,-0.42605359306969076,0.42056681943436025,1.1835322136841075,0.07247583436254375,-0.44465214202931597,-1.4143024991029867,Sprinkler,Inorganic,-1.1575346871021057,0.9834792265568876,-0.337595766279631,1.4720368984026226,Severe,0.9834792265568876,-0.06862554146083158,-0.24595426947767918,-0.33498653108658205,0.42404401211156406
South India,Cotton,1.1942782790768187,-1.1008723696420604,-0.5456562849609746,0.7976135702729517,-1.563039993380481,0.45554441244421917,Drip,Inorganic,-0.07634871331580188,-1.2809542810268326,1.5533608382291275,1.4720368984026226,Severe,-1.2809542810268326,-1.118194476674728,1.540526383529671,0.7972631108332632,-1.3648831798331529
East Africa,Rice,0.7356937869598822,-1.1521568366895805,1.2396746974063506,-1.464893705796566,0.5253920884519206,0.36086861945448717,Manual,Mixed,1.3702872179494632,1.6985634921096413,0.6282787315349242,1.5861748295806193,Severe,1.6985634921096413,2.2781370116833632,-0.8044859730039231,0.3781920146481578,1.3436190071011962
South India,Rice,-0.2268405448812581,0.6427995099736141,0.9907763529044066,-0.7886338810521641,0.6751029316340141,1.2602886528569408,Sprinkler,Organic,-0.9209778681530688,0.8047081601686992,-0.5555103220201292,1.529105863991621,Moderate,0.8047081601686992,1.1782841667343655,-0.6458389372264665,-0.0860120649397154,1.2812933726709688
North India,Maize,0.288943733349189,0.24961859594262817,1.7168858090454158,0.6347795092779853,0.582131814406778,1.3786333940941053,Manual,Inorganic,1.1208410851474337,-1.698086769265939,-0.43421560450368113,0.8442782769236413,Mild,-1.698086769265939,0.1284444415950402,0.6498673291292646,0.34624054508745916,1.7696757703140422
Central USA,Maize,-1.1469681387416923,-1.545337750720565,1.12551831383779,-1.117209754131293,0.12753039561183668,-0.5207997027623911,Sprinkler,Organic,0.46500246850987914,0.32798531646686335,1.2157965569250075,0.04531275867766499,Moderate,0.32798531646686335,1.6937597027546338,-1.1785190146850033,-1.322923488121105,0.8993738353705264
North India,Cotton,-0.314612630469231,1.5146354497814507,1.8422706893584253,-0.7411406132619657,0.16512900919638054,-1.7456677745670481,Manual,Organic,0.4809245620929875,-0.9234121482504557,1.3748238100640624,0.2735886210336584,Mild,-0.9234121482504557,1.2371136208507758,-0.6564044881446676,0.0007705431703587435,1.448676079970489
South India,Maize,-0.10257894056570092,1.6172043838764896,-1.5318925823483762,1.5083510150749613,0.7899496058558946,-1.3669646026081206,Drip,Inorganic,-0.6844210492040318,-1.1617735701013736,0.2582663447157228,1.4720368984026226,Severe,-1.1617735701013736,-0.983677066838037,0.9013330318319124,0.2589069222219111,-0.6788041270769352
South India,Maize,0.40827432162047794,0.8992218452112123,0.530407986382015,1.0951734317339914,-0.6928029916873065,1.0117646962588944,Manual,Organic,1.0381978375017769,-0.9234121482504557,1.5299474035430416,-0.2971010348563245,Severe,-0.9234121482504557,-0.7510363044377298,1.1055333853418692,0.6388677887792256,-0.18273958581805635
North India,Maize,-0.888582898022042,-1.0153982578961942,-0.568113278449872,-0.5744295508147382,-0.975818010305511,0.8815854808980127,Sprinkler,Mixed,1.1739147304244615,-1.340544636489562,0.5478957309799648,1.4149679328136242,Mild,-1.340544636489562,-0.4030638629603375,-0.8426384125140987,-1.0241671285567908,-1.0048072179701575
North India,Maize,-0.3353228978551569,0.9676011346079054,-1.3859221246705444,-0.9351291502126017,0.7523509922713507,-1.7042471151340401,Manual,Mixed,1.102644406766739,-1.6384964138032094,-0.7220806729739587,1.529105863991621,Mild,-1.6384964138032094,0.10304477305433439,-0.7802733264961141,-0.13259718642460291,-0.5785001254112312
East Africa,Soybean,-1.6262628982445548,-1.528242928371392,0.6988354375487436,0.8545224130186417,1.2342968573095972,-0.28411022028806154,Drip,Organic,0.1981178522596835,1.162250292945076,-0.2488599568450349,-0.1258941380893301,Moderate,1.162250292945076,0.05497169968944393,-0.8390921765880586,-1.7248924453675538,1.5108806322667323
North India,Wheat,-1.3994361602082208,-1.1350620143404062,-0.8675398583018347,-1.5795421773134302,1.0859532364396687,1.4437230017745466,Sprinkler,Inorganic,-0.09757817142661272,-0.5658700154740788,-1.6751361661405804,0.7301403457456447,Severe,-0.5658700154740788,2.189936277609894,-1.4157062196694201,-1.4909283302404412,0.036607470933254435
East Africa,Wheat,0.7672522896431984,-1.4940532836730447,1.6626147414472476,-1.4560319881913977,0.9670048952812933,-0.7219857628655718,Drip,Inorganic,0.9745094631693435,-0.2679182381604314,1.0701508445421064,-1.267273449869296,Severe,-0.2679182381604314,2.9134324703652252,-0.7882578152303006,0.3038271814295364,2.103382313685467
East Africa,Maize,1.6617386000734382,-1.2547257707846196,0.7250352632857904,1.3410860952774109,0.9950329526806804,0.7987441620319979,Manual,Organic,0.2519496924692401,-1.340544636489562,-1.5903040163660591,1.529105863991621,Moderate,-1.340544636489562,-0.38523000370101756,2.5360805496020613,1.1510234473555074,1.3350924749194546
South India,Maize,-0.9211276039142116,1.343687226289717,1.3762880744638084,-1.3303063696680733,-1.0933991291517213,0.3963720418256369,Manual,Organic,-1.2454852992754657,0.3875756719295928,1.172864823938545,0.1594506898556617,Severe,0.3875756719295928,1.2202158339158133,-1.1913415474460305,-0.6981540042384677,-0.06090984931660997
Central USA,Wheat,-0.7870039675101184,-1.0837775472928874,0.3619805352152858,1.4704117865778346,-0.5013918679841732,0.5916408648669585,Sprinkler,Organic,-0.6639497860257497,-0.5658700154740788,-0.07627217418811968,0.2735886210336584,Moderate,-0.5658700154740788,-0.784657038466878,0.17769497213186874,-0.9450292962096558,-0.13304413234072623
Central USA,Cotton,-1.0700442884511092,-0.6735018109127285,1.1292611460859394,0.6419796548321847,0.46796875134098137,-0.8107443187934452,Manual,Organic,0.6818462192131631,-0.02955681630951353,-0.21435774220751244,-1.0960665531023013,Severe,-0.02955681630951353,0.005180492784678449,-0.4441952252940087,-1.1383763853267166,1.2066137759059967
Central USA,Rice,1.4250498299485679,-1.0837775472928874,0.9346338691821642,0.34566597240937136,0.7639723819247554,1.3727161570322473,Drip,Mixed,0.33838391477754215,1.6985634921096413,-1.607742635720894,-0.1258941380893301,Mild,1.6985634921096413,0.01949468998090553,1.2659417136310538,1.0066073548753236,1.3132566662636267
Central USA,Cotton,-0.8806932723512129,0.8821270228620394,0.9327624530580891,-0.8160498198931535,-0.13360906601172393,0.01766886986670885,Sprinkler,Inorganic,0.07680666305504928,1.4602020702587233,1.553855188142412,-1.1531355186912993,Mild,1.4602020702587233,0.839178652170143,-0.9475081239563831,-0.7249557755750878,0.5361812034469379
South USA,Maize,-1.512849529226388,0.8479373781636921,-0.9442679193889,-0.9082670687219355,-0.9224963401310665,0.5798063907432423,Manual,Inorganic,-0.03388979709417967,-1.6384964138032094,1.6104156368416704,0.44479551780065346,Moderate,-1.6384964138032094,-0.21128416475478526,-1.2493783433582712,-1.3949572187012884,-1.178141470621805
Central USA,Soybean,0.22681293119141055,-1.1521568366895805,0.6352072893302015,-0.5589215450056937,0.5110362541741861,1.171530096929067,Manual,Inorganic,1.6819053352188682,-0.2679182381604314,-0.5295825213957854,1.3008300016356276,Severe,-0.2679182381604314,0.5718064043129054,-0.27648688498390833,-0.0677310794196433,0.863080063153742
East Africa,Rice,-0.1331512400401636,-0.964113790848674,0.11495360683741679,-0.8513582259762457,-1.2089294145296843,-1.2367853872472387,Drip,Mixed,-0.8504657394278751,-1.340544636489562,-0.09107710176355845,0.5018644833896512,Severe,-1.340544636489562,-0.15420164030857267,-0.6446383740279457,-0.3418867721665223,-0.8064175269585553
North India,Rice,-1.5029874971378516,0.21542895124428235,-1.208137592883442,0.35591233339034684,-1.5883336061555378,0.236606641155464,Drip,Organic,-0.7556913728617543,-0.2679182381604314,0.31067595879826426,0.787209311334643,Moderate,-0.2679182381604314,-1.0828863200537433,-0.877656127808594,-1.44749861765017,-1.6767286227214193
North India,Rice,-0.1015927373568475,1.651394028574837,1.4361733904342011,-1.2329659403488034,1.1160321273073037,0.3431169082689128,Sprinkler,Mixed,0.6136086752855564,0.9834792265568876,0.6046692615383975,-0.41123896603432125,Mild,0.9834792265568876,2.5829486628316185,-0.8791808763079305,0.26760940995514315,2.0526425268025283
North India,Wheat,-0.9536723098063815,1.1898338251471579,0.07752528435592163,-0.37019465288312625,-1.2109802479979324,-1.449805921474136,Sprinkler,Mixed,0.40965423843526466,1.1026599374823465,-1.3320658495953934,0.10238172426666334,Severe,1.1026599374823465,-0.4131944597973345,-0.7868705638421456,-0.756498046510408,-0.8268395822111793
South USA,Soybean,-0.20021305824221022,1.241118292194678,0.7998919082487806,-0.3384863195771334,1.4851821515919186,-0.08292416018488129,Sprinkler,Inorganic,0.3732608816738746,1.400611714795994,0.642572262648344,0.9013472425126396,Severe,1.400611714795994,0.93395702227226,-0.35288811694171285,0.06932091505508092,1.8119957684754597
Central USA,Soybean,1.3747534662970324,-0.3487001862784357,-1.1033382899352546,0.6314563651760471,0.975891840310367,0.260275589402897,Drip,Mixed,-1.6124516466194847,0.8642985156314286,1.0093458052080932,0.5018644833896512,Moderate,0.8642985156314286,-0.6776644754888247,1.5229004084321232,1.2207024392755694,-0.22705803663494006
Central USA,Soybean,-0.1903510261536738,-0.5025535874209949,-0.7795833004703202,0.532592828143389,0.8583107214641565,-0.3255308797210689,Sprinkler,Organic,-0.37356112686715603,-0.8042314373249967,1.6374088467618861,0.787209311334643,Severe,-0.8042314373249967,-0.49418861659723795,0.19890220468428452,-0.2939558746970863,-0.02351677877813553
South India,Cotton,1.0512788137930424,1.4975406274322778,-1.4345789438964878,-0.06363460947933706,0.9642704506569624,1.0531853556919024,Drip,Organic,-0.30911455760219386,1.281431003870535,-1.4221739062030734,-1.438480346636291,Moderate,1.281431003870535,-0.5373248195729662,0.6050308506616479,1.5113250528783875,-0.5129425140855821
South India,Maize,-1.3757672831957337,-1.6137170401172583,-0.37161458542202164,1.5843679364067953,0.3763648564259101,0.05908952929971674,Drip,Organic,0.5476457161555366,-1.0425928591759146,1.16712866028957,0.9584162081016381,Mild,-1.0425928591759146,-0.7510649155888085,-0.3867427746110173,-1.523096955750348,-0.0045369551279913645
East Africa,Rice,0.6745491880109575,-0.5196484097701694,0.6408215377024261,1.5539057821390296,-1.4256341510078743,-0.8107443187934452,Sprinkler,Inorganic,0.64772744724936,-1.0425928591759146,0.03242514381393635,0.1594506898556617,Moderate,-1.0425928591759146,-1.022011932170967,1.7412188113773914,0.5082093381696227,-0.7179437277388208
Central USA,Maize,-0.8708312402626764,1.5488250944797963,-0.10774491192747977,-0.42502653056510453,-1.7065983361578312,-1.1716957795667984,Drip,Mixed,-1.389542336455969,1.8177442030351003,-1.33379607429189,1.0725541392796347,Moderate,1.8177442030351003,-0.6443716372587898,-0.7661603501094351,-0.6113137833255422,-1.2684113878783745
South USA,Cotton,0.29190234297574996,0.8821270228620394,1.0244618431377523,1.504058620609958,-0.1541174006942028,-0.1598482419890384,Drip,Inorganic,-1.240177934747763,0.6259370937805107,0.956049770591387,-0.6395148283903147,Moderate,0.6259370937805107,-0.6073137859215858,1.3048222930592712,0.5115863347675124,0.5798795066236497
East Africa,Soybean,-1.618373272573726,1.0872648910521188,-0.8806397711703581,-1.501448290917885,0.580080980938531,1.1241922004342009,Drip,Mixed,1.5408810777684803,-0.4466893045486199,-0.9875636229565545,0.6160024145676479,Mild,-0.4466893045486199,1.669996913915861,-1.4478156786364484,-1.4845347863753202,-0.2689926829390257
South USA,Rice,-0.841245143997068,-0.9299241461503267,-0.8170116229518161,-1.0299772214554181,1.1317551838972042,1.177447333990925,Manual,Organic,1.0207593540536104,0.8047081601686992,1.525830662023792,0.10238172426666334,Severe,0.8047081601686992,0.8165611468512106,-1.0288164983620423,-0.9686608861381079,0.10730370446807128
South USA,Maize,0.49012918795532884,-0.07518302869166313,1.8778275957158455,1.2816848944552672,1.2472854692751667,-0.05333797487558963,Manual,Inorganic,-0.8792771468639756,-1.57890605834048,0.05967405196516129,-0.01175620691133337,Severe,-1.57890605834048,0.08261637692241612,1.33074728590615,0.45821619780838735,2.5684970267790583
South India,Cotton,1.7189383861869485,0.6427995099736141,-0.08903075068673252,0.5623626607232511,-1.6819883345388564,-1.0474338012677753,Drip,Inorganic,-0.4031307292357857,0.32798531646686335,-0.836582340819926,-0.4683079316233196,Severe,0.32798531646686335,-1.0451033435351067,1.723297689809124,1.9250736124308618,-1.2430498586632666
South USA,Rice,-0.20514407428647807,0.8137477334653462,-0.44459981426093753,-0.4366575349218879,-0.18146184693750747,0.236606641155464,Sprinkler,Organic,0.8228704766635505,-0.1487375272349725,1.1866980982361481,-1.2102044842802975,Severe,-0.1487375272349725,-0.2077750057053411,-0.41683382496706334,-0.027143598436694776,-0.4218341827104761
South India,Cotton,0.07296523061024449,1.651394028574837,1.368802409967509,-0.033726312561894276,0.7407296026179461,0.9940129850733201,Manual,Inorganic,0.28151929483786975,-0.2679182381604314,-1.395282975575261,-0.06882517250033172,Severe,-0.2679182381604314,0.5311467361150671,0.011185235773920828,0.4634530538624198,1.64444378516626
South USA,Maize,-0.7554454648268023,-0.5196484097701694,0.2758953935078464,0.9805249602171277,-0.5458265931295434,-0.33144811678292757,Manual,Mixed,1.6493029531201229,0.3875756719295928,0.4828716708342981,-0.525376897212318,Severe,0.3875756719295928,-0.6895254939604075,-0.026375441360040476,-0.8241236590468016,-0.21989885631492492
South USA,Wheat,-0.3363091010640107,-0.7760707450077675,0.5528649798709117,-1.321998509413228,-1.1494552439504961,1.0768543039393348,Manual,Inorganic,0.5173179188543776,1.4602020702587233,1.3597717075319813,-0.6395148283903147,Moderate,1.4602020702587233,0.6164212532727044,-1.008826797481156,-0.4853308332550122,-0.537146195394474
Central USA,Soybean,0.5729702574990339,-0.8273552120552877,-0.1451732344089756,1.1632978858237226,-0.48088353330169487,0.28986177471218816,Sprinkler,Inorganic,-1.0657931002661012,0.9834792265568876,-0.932801585148728,-1.438480346636291,Mild,0.9834792265568876,-0.8549883093067273,1.3139474480315858,0.3269890054270488,-0.43103084874230746
South USA,Wheat,-1.322512309917638,1.4462561603847575,-0.040373931460788354,-1.637004877409443,0.9129996139507659,0.06500676636157486,Drip,Organic,-0.7412856691437041,0.6855274492432402,1.4433594592489234,-0.7536527595683113,Mild,0.6855274492432402,3.116635412421367,-1.4166246863774943,-1.125837475824141,0.6270617092278382
South India,Soybean,1.2426022363106466,-1.6479066848156054,0.6726356118116967,1.1548515612312964,-0.6107696529573925,-0.10067587137045564,Manual,Mixed,-0.11880762953742383,-1.102183214638644,0.2816030699325056,0.21651965544466006,Moderate,-1.102183214638644,-0.7449765553609136,1.936742712319842,0.6538101862366424,-0.03184575589916797
Central USA,Cotton,0.2110336798497525,1.0017907793062528,-0.15640173115342396,-0.5571215086171439,-0.8343105009964087,-0.7160685258037133,Drip,Mixed,1.1451033229883607,-0.6850507263995378,-0.13307979784402071,0.8442782769236413,Moderate,-0.6850507263995378,-0.3173072215933702,-0.2830837724645165,0.4561820226923357,-0.6834361161465397
North India,Cotton,1.1025613806534313,0.2838082406409755,1.1723037169396593,0.07427587075109388,-1.0776760725618213,1.3372127346610974,Sprinkler,Inorganic,-0.7837445853653261,0.6855274492432402,-0.4040346899702161,0.44479551780065346,Moderate,0.6855274492432402,-0.43796032432691756,0.7694219769515083,1.1703414633268998,-0.153537283517416
Central USA,Soybean,1.1400371025898695,-0.3316053639292628,1.3837737389601075,-1.1919804964249003,-0.7324524387400988,0.4673788865679359,Sprinkler,Inorganic,0.7531165428708861,-0.5658700154740788,-1.6665958452248695,1.5861748295806193,Moderate,-0.5658700154740788,0.7813869335834545,-0.43144577941981554,1.004159549379828,0.2802263176938238
Central USA,Rice,0.8165624500858797,0.7282736217194802,-0.9386536710166755,-1.301782716126438,-0.035169059535826414,-0.5799720733809739,Manual,Inorganic,1.7683395575271699,1.2218406484078055,-1.6245164396751046,-1.5526182778142874,Severe,1.2218406484078055,0.2577220269637084,-0.6383407614300458,1.0182850268378427,-0.6668526433487341
North India,Soybean,-0.028613699901678884,-1.1008723696420604,1.3388597519823127,1.0055870053192442,1.108512404590395,-1.3610473655462618,Sprinkler,Inorganic,0.9949807263476258,1.043069582019617,1.657958461260668,0.04531275867766499,Mild,1.043069582019617,0.03647439145919509,0.6414538354135758,-0.27983039723907166,1.9612500108794058
South USA,Cotton,0.7001904714411517,-0.6905966332619015,-0.6017987686832177,0.3545276900145394,-1.5780794388142987,1.5324815577024196,Drip,Inorganic,0.005536339397326475,-0.3870989490858904,1.293111178707855,-0.9248596563353061,Severe,-0.3870989490858904,-1.033123350268257,0.7421184793520451,0.4820944887131509,-1.399575202701863
